2.55425,6.64839,8.15536,9.09095,9.62695,10.3043,10.64734,10.90007,11.073
0.98365,1.46955,1.56543,1.56382,1.58325,1.60868,1.67164,1.70346,1.7467
0.45296,0.82654,0.9426,0.98812,1.03527,1.07152,1.12219,1.14358,1.17376
0.2972,0.67688,0.84761,0.91941,0.97133,1.01295,1.06542,1.08365,1.11897
0.22528,0.65581,0.86416,0.96187,1.02611,1.06556,1.11404,1.14191,1.16384
0.20085,1.08031,1.57269,1.90874,2.1118,2.39182,2.58399,2.77534,3.00764
0.17428,0.81305,1.13868,1.25842,1.33342,1.38976,1.41412,1.4457,1.46943
0.15967,1.01082,1.4037,1.54025,1.61939,1.69135,1.71628,1.73777,1.74529
0.1577,1.35303,1.86229,2.04459,2.12057,2.1804,2.19419,2.2138,2.2201
0.1901,2.20644,2.98106,3.19649,3.27969,3.34411,3.33285,3.3767,3.38417
0.2222,3.42811,4.38983,4.60738,4.70303,4.80798,4.79242,4.87803,4.89434
