14.64687,13.26826,12.57378,12.53515,12.58655,12.30828,12.19331,12.24357,12.10973
5.05421,3.42193,2.7772,2.48521,2.34248,2.13725,2.06059,2.05401,2.03817
2.7597,1.74582,1.34342,1.16462,1.09915,1.03639,1.02264,1.0581,1.08368
2.04371,1.28325,0.99517,0.89663,0.8994,0.88251,0.90857,0.95471,0.98759
1.73628,1.12031,0.90868,0.87293,0.90291,0.92507,0.96296,1.01713,1.04943
11.25248,18.11953,19.93211,19.73844,19.12582,19.99344,20.12591,19.76475,20.08842
1.62332,1.24421,1.1652,1.20428,1.27618,1.31144,1.34042,1.38281,1.37471
1.75632,1.4952,1.48784,1.55489,1.6527,1.63469,1.66078,1.66211,1.62511
2.09659,1.89521,1.95759,2.08213,2.17327,2.12057,2.10413,2.10583,2.03904
2.99684,2.74079,2.92574,3.14895,3.30364,3.1785,3.13774,3.17665,3.09831
4.03368,3.66549,3.93327,4.31677,4.6379,4.47186,4.48295,4.58033,4.50581
