17.33503,18.51675,17.44178,16.95345,16.59958,16.18158,15.76507,15.5354,14.91352
5.02473,3.21252,2.32191,1.98674,1.83698,1.797,1.77559,1.76067,1.75938
2.72414,1.42277,1.10039,1.01581,1.0062,1.0334,1.04007,1.0101,1.01132
2.01684,1.07233,0.95893,0.96532,0.98531,1.00742,1.00664,0.96037,0.94937
1.7527,1.05887,1.05612,1.09797,1.11787,1.11364,1.11011,1.05989,1.02671
4.01584,6.03671,7.75312,8.18554,8.40316,8.65611,8.98593,9.05162,9.84025
1.87007,1.48102,1.6023,1.64015,1.6423,1.63115,1.60331,1.54404,1.48256
2.19887,1.95856,2.09475,2.14204,2.136,2.11141,2.06863,2.01536,1.96036
2.81403,2.82834,2.96562,3.03657,2.99082,2.96294,2.95597,2.9155,2.85896
4.22585,4.84134,5.00283,5.07433,5.1207,5.15191,5.16845,5.26924,5.22717
6.0219,7.57079,7.70225,7.90208,8.16108,8.35344,8.52023,8.87781,8.9704
