9.1015,8.58037,8.09668,7.86765,7.85582,7.6429,7.53481,7.5564,7.52209
3.12606,2.35966,1.9246,1.72256,1.63805,1.54953,1.53406,1.56425,1.5733
1.70598,1.13611,0.83303,0.69723,0.66359,0.63679,0.64828,0.68934,0.71066
1.25932,0.81275,0.61298,0.54158,0.54951,0.56199,0.57252,0.61099,0.6249
1.06999,0.73321,0.58372,0.5754,0.60623,0.61596,0.62921,0.66157,0.65544
24.10076,28.48877,30.29365,30.96296,30.93153,31.74662,32.24297,32.0077,32.43782
1.07594,0.87634,0.87099,0.92181,0.95641,0.93227,0.9035,0.89896,0.84335
1.24102,1.08382,1.12503,1.15071,1.17715,1.12761,1.04896,1.03906,0.96508
1.5865,1.41066,1.40903,1.4035,1.41615,1.30664,1.22107,1.19562,1.10959
2.38319,1.98956,1.9114,1.85498,1.88524,1.72732,1.59689,1.61528,1.52565
3.34974,2.52875,2.33889,2.30162,2.32032,2.15237,2.06773,2.16083,2.03212
