20.8547,26.08057,26.64788,27.03191,27.11724,27.10915,27.0129,26.81312,26.59973
8.77955,5.5142,4.17052,3.51363,3.19441,2.902,2.81776,2.72972,2.67947
4.39011,2.70995,2.08729,1.78151,1.66555,1.591,1.59266,1.58399,1.57935
2.98379,1.94169,1.61777,1.45427,1.41603,1.38923,1.40507,1.41741,1.42268
2.29687,1.63027,1.47345,1.40818,1.40653,1.40378,1.42414,1.45259,1.45603
1.94938,1.70781,1.95502,2.14235,2.3042,2.55739,2.69847,2.91324,3.15074
1.71856,1.49453,1.56162,1.59673,1.63464,1.65725,1.67971,1.70117,1.69887
1.62874,1.56357,1.72174,1.80023,1.83669,1.87498,1.87303,1.89293,1.89552
1.60289,1.79045,2.05266,2.14025,2.18611,2.21461,2.21646,2.2185,2.2415
1.79653,2.42511,2.88088,3.04015,3.08733,3.11803,3.11396,3.11719,3.12592
1.99888,3.14185,3.83117,4.09079,4.15127,4.18258,4.16584,4.16014,4.15019
