18.84868,21.3162,21.06423,20.79309,20.60806,20.24927,19.96815,19.86403,19.64496
5.72951,3.67274,2.53996,2.10523,1.92924,1.87184,1.86007,1.85068,1.87921
3.05754,1.61043,1.07806,0.95561,0.95713,0.9815,1.02268,1.04064,1.06028
2.22577,1.13849,0.88914,0.86999,0.91629,0.95973,1.00468,0.99906,1.0139
1.86989,1.05657,0.94862,0.97515,1.03162,1.07472,1.10686,1.10744,1.10174
2.72652,3.61476,4.65143,5.1101,5.3417,5.59775,5.74993,5.75992,5.85894
1.85818,1.39869,1.45942,1.50898,1.55435,1.56726,1.60563,1.57744,1.56516
2.08823,1.82753,1.98401,2.03766,2.05587,2.03846,2.05495,2.02512,2.01386
2.54391,2.64011,2.88475,2.93228,2.93482,2.88747,2.88991,2.87825,2.8558
3.75248,4.53827,4.90586,4.99459,4.96659,4.9291,4.91149,4.97412,4.94208
5.29929,7.18621,7.59452,7.71732,7.70433,7.8429,7.82565,7.9233,8.06407
