17.85169,16.51452,15.10776,15.33866,15.66628,15.28845,15.33201,15.51653,15.34565
6.63829,4.23599,3.32004,3.01229,2.84283,2.59357,2.49112,2.47588,2.42771
3.57437,2.1833,1.68586,1.49685,1.41676,1.3348,1.32599,1.35423,1.38182
2.61635,1.5957,1.26367,1.16364,1.1406,1.12523,1.14868,1.19879,1.23011
2.17839,1.3625,1.13446,1.08997,1.10791,1.12177,1.16296,1.2396,1.27269
4.25426,12.22825,14.84802,14.34824,13.4464,14.12806,13.91745,13.05464,13.2558
1.90944,1.40229,1.26105,1.30247,1.38437,1.42721,1.47894,1.57758,1.59476
1.98905,1.63381,1.54331,1.61043,1.71703,1.76081,1.81776,1.89475,1.88922
2.2511,2.01095,2.06033,2.16191,2.31206,2.32966,2.36861,2.4344,2.40693
2.98016,2.89621,3.20622,3.46927,3.65855,3.61529,3.62746,3.72255,3.71931
3.7569,3.93648,4.56928,5.00627,5.30721,5.27515,5.32902,5.53105,5.476
