18.9179,20.20837,18.58171,18.87291,19.47695,19.30459,19.4866,19.75409,19.68282
7.92918,5.58171,4.20055,3.76828,3.5273,3.30008,3.18286,3.10039,3.04446
4.14633,2.83656,2.19996,2.01041,1.91199,1.82049,1.80305,1.80886,1.81934
2.97774,2.04427,1.67686,1.5851,1.54994,1.53459,1.54656,1.59128,1.61399
2.43737,1.696,1.49114,1.45804,1.47144,1.48266,1.52651,1.57693,1.6107
2.1522,7.91668,10.61291,9.9271,8.78627,8.81037,8.37561,7.57464,7.63384
2.01164,1.4875,1.47921,1.5468,1.63289,1.6749,1.72727,1.8007,1.82764
1.99041,1.52169,1.60612,1.71929,1.82243,1.89093,1.94577,2.02419,2.04968
2.08109,1.67643,1.90004,2.06315,2.20006,2.28723,2.35294,2.44702,2.45948
2.49311,2.20331,2.65303,2.96102,3.19507,3.32983,3.39116,3.51454,3.51373
2.86303,2.82748,3.59847,4.0879,4.42566,4.56433,4.66167,4.80736,4.74432
